Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
3738,Finance,Male,38,Specialist,2/21/21 8:03 AM,3,Bachelor,2,5400,56,10,18,10,100,10,6,0,4.02,FALSE
3739,Finance,Female,52,Analyst,3/3/22 8:03 AM,2,PhD,5,6000,30,3,26,11,25,12,26,0,1.54,TRUE
3740,Engineering,Female,58,Manager,1/1/18 8:03 AM,6,PhD,2,7200,46,13,25,12,100,11,24,1,2.12,TRUE
3741,HR,Male,41,Specialist,1/7/21 8:03 AM,3,Bachelor,2,5400,50,31,1,7,50,1,32,2,2.90,FALSE
3742,Operations,Female,36,Developer,6/20/20 8:03 AM,4,Bachelor,4,7000,33,27,27,7,50,17,58,1,2.99,FALSE
3743,Engineering,Male,51,Analyst,3/26/20 8:03 AM,4,Bachelor,3,5200,39,35,20,6,0,10,76,2,4.23,FALSE
3744,Operations,Male,34,Specialist,2/10/18 8:03 AM,6,High School,2,5400,42,48,5,6,50,5,35,0,1.31,FALSE
3745,Operations,Female,59,Specialist,10/8/21 8:03 AM,2,Bachelor,1,4950,44,2,10,4,50,4,99,0,2.32,FALSE
3746,IT,Female,45,Manager,7/27/18 8:03 AM,6,Master,4,8400,43,43,28,13,25,15,0,1,3.17,FALSE
3747,Marketing,Female,57,Manager,5/7/17 8:03 AM,7,High School,3,7800,50,41,3,7,25,6,31,2,3.71,TRUE
3748,Finance,Male,35,Specialist,4/8/19 8:03 AM,5,Bachelor,1,4950,38,7,22,0,75,5,6,0,2.32,FALSE
3749,Engineering,Female,33,Technician,1/11/17 8:03 AM,7,High School,4,4900,40,20,7,1,50,8,39,0,4.78,FALSE
3750,Customer Support,Female,31,Consultant,9/22/15 8:03 AM,8,Bachelor,1,6050,59,15,21,0,75,8,93,2,2.79,FALSE
3751,Finance,Female,37,Engineer,10/10/19 8:03 AM,4,Master,2,7200,51,34,28,2,50,3,31,1,3.94,FALSE
3752,Customer Support,Female,31,Specialist,1/13/21 8:03 AM,3,PhD,5,6750,60,22,0,13,50,2,21,2,4.21,FALSE
3753,Legal,Male,41,Technician,5/22/21 8:03 AM,3,High School,1,3850,36,30,9,9,25,4,33,1,1.48,FALSE
3754,HR,Female,56,Consultant,3/12/16 8:03 AM,8,Bachelor,5,8250,53,15,29,12,100,3,91,0,3.80,TRUE
3755,Customer Support,Male,46,Specialist,9/10/15 8:03 AM,8,High School,4,6300,60,32,21,1,25,16,38,0,1.05,FALSE
3756,Legal,Male,49,Analyst,9/12/23 8:03 AM,0,High School,2,4800,54,44,3,14,0,3,55,1,1.11,FALSE
3757,Marketing,Male,36,Developer,3/8/24 8:03 AM,0,Bachelor,1,5500,36,45,9,10,100,18,74,1,2.74,FALSE
3758,IT,Female,24,Analyst,7/20/15 8:03 AM,9,High School,1,4400,42,24,29,10,25,5,21,2,3.21,FALSE
3759,Operations,Male,27,Technician,12/10/15 8:03 AM,8,PhD,1,3850,58,48,26,11,100,5,22,1,2.84,FALSE
3760,Operations,Male,58,Consultant,3/16/19 8:03 AM,5,Master,5,8250,44,34,1,5,100,10,41,1,2.52,FALSE
3761,IT,Male,36,Analyst,12/20/23 8:03 AM,0,Bachelor,2,4800,40,42,5,9,50,14,54,2,2.60,FALSE
3762,IT,Male,38,Manager,6/22/19 8:03 AM,5,Bachelor,4,8400,50,29,17,2,50,13,39,0,2.72,FALSE
3763,HR,Female,58,Specialist,10/2/20 8:03 AM,3,High School,3,5850,32,35,19,14,25,10,70,1,3.92,FALSE
3764,Marketing,Female,23,Specialist,6/9/15 8:03 AM,9,Bachelor,1,4950,52,36,20,2,75,2,38,2,1.05,FALSE
3765,Marketing,Female,52,Engineer,10/16/16 8:03 AM,7,High School,3,7800,43,28,7,13,100,5,21,2,3.27,FALSE
3766,Marketing,Female,48,Developer,8/23/15 8:03 AM,9,Bachelor,2,6000,35,11,17,13,25,3,49,0,3.78,FALSE
3767,Finance,Male,49,Technician,3/3/17 8:03 AM,7,Bachelor,4,4900,58,14,17,14,75,19,11,2,4.17,FALSE
3768,Engineering,Other,26,Technician,8/16/23 8:03 AM,1,Bachelor,3,4550,36,13,1,14,50,2,9,1,2.03,FALSE
3769,Engineering,Female,37,Consultant,1/28/23 8:03 AM,1,Bachelor,1,6050,58,47,23,5,25,2,74,0,2.10,FALSE
3770,Finance,Male,51,Engineer,7/11/21 8:03 AM,3,PhD,3,7800,35,0,4,2,25,8,61,1,2.08,TRUE
3771,HR,Male,30,Technician,4/5/16 8:03 AM,8,Bachelor,1,3850,58,44,3,11,75,15,28,1,1.90,FALSE
3772,HR,Female,56,Engineer,6/27/20 8:03 AM,4,High School,4,8400,52,47,26,5,50,16,25,0,3.45,FALSE
3773,Engineering,Male,34,Technician,4/1/24 8:03 AM,0,Bachelor,1,3850,50,8,9,2,50,19,8,1,3.93,TRUE
3774,Legal,Female,51,Analyst,3/5/23 8:03 AM,1,Master,2,4800,47,29,29,2,100,5,22,0,2.82,FALSE
3775,Finance,Female,52,Engineer,9/9/15 8:03 AM,8,Bachelor,1,6600,45,36,13,13,75,18,76,0,1.82,TRUE
3776,HR,Female,22,Consultant,8/18/23 8:03 AM,1,High School,3,7150,54,32,15,11,100,11,97,1,3.83,FALSE
3777,Legal,Male,60,Consultant,11/3/20 8:03 AM,3,High School,1,6050,51,24,11,7,75,7,22,2,2.20,TRUE
3778,Operations,Male,58,Developer,10/18/17 8:03 AM,6,Bachelor,3,6500,41,5,15,4,100,13,96,0,1.74,FALSE
3779,Marketing,Other,49,Analyst,11/7/16 8:03 AM,7,Master,3,5200,45,29,29,7,50,17,89,2,4.46,FALSE
3780,IT,Male,28,Specialist,4/23/20 8:03 AM,4,Bachelor,2,5400,46,4,12,6,50,7,34,2,1.21,FALSE
3781,Engineering,Male,27,Engineer,3/15/20 8:03 AM,4,High School,4,8400,60,22,2,10,100,3,68,1,2.25,FALSE
3782,Marketing,Male,40,Specialist,9/23/20 8:03 AM,3,Bachelor,1,4950,43,22,6,1,75,4,0,2,1.56,FALSE
3783,Operations,Female,31,Engineer,10/17/18 8:03 AM,5,Bachelor,2,7200,51,39,24,5,0,3,63,1,3.64,TRUE
3784,Sales,Female,53,Consultant,10/25/14 8:03 AM,9,Master,5,8250,31,41,11,7,25,1,95,0,2.11,FALSE
3785,Customer Support,Male,43,Specialist,8/11/16 8:03 AM,8,Bachelor,4,6300,37,28,10,6,75,4,44,2,3.82,FALSE
3786,Engineering,Female,46,Consultant,11/17/22 8:03 AM,1,High School,1,6050,53,15,2,0,0,18,2,1,1.57,TRUE
3787,Finance,Male,43,Engineer,12/5/21 8:03 AM,2,High School,5,9000,46,37,24,7,25,18,29,1,2.78,FALSE
3788,Sales,Male,29,Analyst,5/6/17 8:03 AM,7,Bachelor,5,6000,47,10,2,13,0,5,45,1,4.93,FALSE
3789,IT,Female,55,Technician,2/12/19 8:03 AM,5,Master,5,5250,45,15,20,5,75,1,81,1,1.74,FALSE
3790,HR,Female,56,Analyst,11/22/22 8:03 AM,1,Bachelor,5,6000,30,18,9,3,100,9,75,1,4.45,FALSE
3791,HR,Other,46,Developer,3/9/18 8:03 AM,6,Bachelor,4,7000,39,10,9,8,75,11,45,1,3.46,FALSE
3792,Marketing,Male,27,Consultant,6/3/23 8:03 AM,1,Bachelor,4,7700,40,12,14,11,75,18,36,0,4.42,FALSE
3793,Operations,Female,24,Technician,7/18/16 8:03 AM,8,High School,1,3850,60,36,17,5,0,7,38,1,1.67,FALSE
3794,Engineering,Male,56,Specialist,12/21/18 8:03 AM,5,Bachelor,3,5850,54,30,15,13,75,11,74,0,1.46,FALSE
3795,Operations,Male,60,Manager,4/24/21 8:03 AM,3,Master,5,9000,47,28,17,8,25,14,40,0,4.07,FALSE
3796,Marketing,Male,55,Engineer,7/26/17 8:03 AM,7,Bachelor,2,7200,43,35,3,3,25,11,36,0,4.95,FALSE
3797,Operations,Female,24,Technician,8/24/21 8:03 AM,3,Bachelor,4,4900,39,43,14,3,0,1,5,1,3.25,FALSE
3798,HR,Male,52,Technician,7/19/23 8:03 AM,1,Bachelor,3,4550,50,39,8,4,75,15,38,1,1.37,FALSE
3799,Finance,Female,44,Analyst,2/19/17 8:03 AM,7,Bachelor,3,5200,54,12,5,7,25,8,75,0,1.67,FALSE
3800,IT,Female,55,Consultant,8/27/19 8:03 AM,5,High School,3,7150,39,8,13,14,25,18,53,2,3.50,FALSE
3801,HR,Male,36,Technician,8/20/21 8:03 AM,3,High School,1,3850,56,21,15,4,0,17,76,1,1.27,FALSE
3802,Customer Support,Female,46,Engineer,9/27/22 8:03 AM,1,High School,4,8400,55,35,6,6,100,8,4,1,3.87,FALSE
3803,Engineering,Female,22,Manager,1/19/24 8:03 AM,0,Master,5,9000,38,48,17,12,75,1,55,0,4.94,FALSE
3804,Engineering,Male,45,Technician,10/12/20 8:03 AM,3,Bachelor,4,4900,37,33,10,2,75,18,92,1,4.86,FALSE
3805,Finance,Female,41,Manager,12/18/21 8:03 AM,2,High School,3,7800,48,42,8,6,25,10,40,0,1.35,FALSE
3806,Marketing,Female,38,Consultant,8/2/20 8:03 AM,4,Bachelor,3,7150,53,21,25,3,50,11,62,1,2.85,TRUE
3807,Marketing,Female,22,Consultant,7/4/17 8:03 AM,7,Master,2,6600,43,43,15,13,50,5,52,2,2.91,FALSE
3808,Customer Support,Female,32,Manager,2/20/19 8:03 AM,5,High School,4,8400,47,23,22,0,50,14,40,1,1.11,FALSE
3809,Engineering,Female,51,Technician,11/12/20 8:03 AM,3,Master,2,4200,49,13,2,12,75,4,89,0,3.38,TRUE
3810,Marketing,Female,38,Specialist,8/9/18 8:03 AM,6,High School,4,6300,52,12,29,0,75,2,35,0,4.29,FALSE
3811,Sales,Male,28,Technician,6/8/20 8:03 AM,4,Bachelor,4,4900,33,19,27,6,50,18,44,1,2.24,FALSE
3812,HR,Female,45,Manager,2/23/19 8:03 AM,5,Master,5,9000,53,15,18,4,25,14,52,2,4.75,FALSE
3813,Engineering,Male,57,Developer,11/5/17 8:03 AM,6,Bachelor,2,6000,46,37,16,4,0,16,56,2,1.74,FALSE
3814,Marketing,Male,59,Manager,9/27/17 8:03 AM,6,Master,2,7200,32,30,27,9,100,7,30,0,3.25,FALSE
3815,Sales,Male,22,Technician,5/17/24 8:03 AM,0,Bachelor,5,5250,33,16,3,13,50,18,69,0,4.19,FALSE
3816,Sales,Female,50,Engineer,7/1/15 8:03 AM,9,Bachelor,2,7200,34,10,11,13,0,1,50,2,1.54,FALSE
3817,HR,Female,51,Developer,6/21/18 8:03 AM,6,High School,1,5500,58,26,28,3,100,9,26,0,1.38,FALSE
3818,HR,Female,33,Consultant,9/18/20 8:03 AM,3,High School,2,6600,56,13,11,1,0,11,4,2,3.29,FALSE
3819,Finance,Male,56,Analyst,4/11/16 8:03 AM,8,High School,4,5600,48,46,24,7,100,10,13,2,3.21,TRUE
3820,Sales,Female,40,Consultant,9/16/19 8:03 AM,4,Bachelor,2,6600,35,4,7,13,25,7,40,0,1.82,FALSE
3821,Legal,Female,50,Analyst,9/22/19 8:03 AM,4,Bachelor,3,5200,42,16,6,11,0,8,15,0,2.57,FALSE
3822,Sales,Male,22,Specialist,5/10/15 8:03 AM,9,Bachelor,1,4950,41,13,4,13,0,16,73,0,2.78,TRUE
3823,Marketing,Female,44,Developer,6/27/21 8:03 AM,3,Bachelor,3,6500,34,31,14,6,0,17,70,2,3.86,FALSE
3824,HR,Male,23,Consultant,11/23/14 8:03 AM,9,Bachelor,1,6050,43,33,15,6,75,3,51,0,2.47,FALSE
3825,Legal,Male,58,Developer,6/11/18 8:03 AM,6,Master,4,7000,41,12,28,13,50,13,3,0,3.31,FALSE
3826,Finance,Male,43,Developer,7/10/18 8:03 AM,6,Bachelor,1,5500,52,13,8,5,0,15,39,1,4.13,TRUE
3827,Sales,Female,39,Consultant,7/13/19 8:03 AM,5,Bachelor,1,6050,33,20,28,10,50,2,23,0,1.05,FALSE
3828,Customer Support,Male,26,Developer,10/20/18 8:03 AM,5,High School,4,7000,46,6,3,0,100,4,84,1,2.73,TRUE
3829,Customer Support,Female,45,Technician,11/9/14 8:03 AM,9,Bachelor,3,4550,54,16,21,11,0,19,53,1,4.36,FALSE
3830,Customer Support,Female,51,Specialist,11/21/18 8:03 AM,5,Bachelor,3,5850,49,35,25,7,75,13,67,1,2.95,FALSE
3831,IT,Female,33,Developer,4/15/18 8:03 AM,6,High School,4,7000,39,1,6,8,0,17,79,1,3.53,FALSE
3832,Sales,Female,44,Developer,3/21/20 8:03 AM,4,Bachelor,4,7000,34,18,2,5,50,5,64,1,1.48,FALSE
3833,IT,Other,27,Manager,12/18/16 8:03 AM,7,Bachelor,3,7800,59,39,6,8,50,4,61,0,3.77,FALSE
3834,HR,Male,39,Technician,5/9/18 8:03 AM,6,Bachelor,3,4550,59,26,29,4,50,3,90,0,2.25,FALSE
3835,HR,Male,36,Manager,11/25/23 8:03 AM,0,Bachelor,5,9000,50,5,0,1,100,5,51,2,2.49,FALSE
3836,Operations,Female,36,Consultant,3/9/17 8:03 AM,7,Master,4,7700,36,5,17,5,0,11,43,1,3.14,FALSE
3837,Marketing,Female,37,Engineer,2/25/24 8:03 AM,0,Bachelor,2,7200,52,29,5,11,25,6,36,2,4.02,FALSE
3838,Engineering,Male,37,Specialist,10/22/16 8:03 AM,7,Bachelor,2,5400,38,10,4,7,25,2,5,2,3.65,FALSE
3839,Sales,Female,56,Developer,8/4/19 8:03 AM,5,High School,4,7000,59,7,6,3,0,10,2,2,2.26,FALSE
3840,Sales,Female,43,Technician,6/19/18 8:03 AM,6,Master,2,4200,51,9,21,2,75,15,88,0,1.29,FALSE
3841,Operations,Male,23,Engineer,7/13/20 8:03 AM,4,High School,4,8400,39,14,4,8,100,8,43,0,1.65,FALSE
3842,Customer Support,Male,50,Specialist,7/27/17 8:03 AM,7,Master,3,5850,34,34,26,5,25,8,93,0,2.06,FALSE
3843,Legal,Female,60,Developer,8/8/19 8:03 AM,5,Bachelor,3,6500,43,13,27,3,0,14,17,0,4.36,FALSE
3844,Finance,Female,29,Specialist,8/28/16 8:03 AM,8,Master,1,4950,45,7,15,9,50,8,71,0,2.70,FALSE
3845,Engineering,Male,25,Technician,10/20/19 8:03 AM,4,Master,1,3850,44,31,6,4,25,17,5,2,2.45,FALSE
3846,Finance,Female,29,Manager,2/13/24 8:03 AM,0,High School,2,7200,46,40,15,13,0,17,15,2,3.53,FALSE
3847,Marketing,Male,40,Analyst,6/8/17 8:03 AM,7,Bachelor,2,4800,49,45,5,14,0,3,12,2,3.55,FALSE
3848,Engineering,Female,47,Developer,10/20/22 8:03 AM,1,Bachelor,1,5500,31,48,17,7,50,14,27,1,2.09,FALSE
3849,Finance,Female,44,Specialist,3/30/24 8:03 AM,0,Bachelor,3,5850,51,43,4,5,0,6,75,2,4.74,FALSE
3850,Marketing,Male,49,Technician,6/12/20 8:03 AM,4,Bachelor,2,4200,38,8,15,7,100,5,64,0,4.18,TRUE
3851,Customer Support,Male,39,Consultant,12/24/16 8:03 AM,7,High School,5,8250,45,21,20,14,100,2,46,0,1.17,FALSE
3852,Marketing,Female,55,Engineer,11/5/21 8:03 AM,2,Bachelor,4,8400,45,10,3,7,100,15,25,2,3.57,FALSE
3853,Marketing,Male,56,Consultant,8/19/24 8:03 AM,0,Bachelor,1,6050,46,11,29,5,100,5,51,2,1.34,FALSE
3854,Finance,Male,35,Specialist,6/27/23 8:03 AM,1,Bachelor,3,5850,51,23,26,5,50,6,68,2,3.42,FALSE
3855,Finance,Female,34,Specialist,8/18/16 8:03 AM,8,Bachelor,3,5850,41,15,7,4,75,3,42,2,1.51,FALSE
3856,Engineering,Other,33,Technician,7/14/21 8:03 AM,3,Bachelor,3,4550,53,8,1,14,0,10,62,1,2.08,FALSE
3857,Customer Support,Male,27,Analyst,11/10/23 8:03 AM,0,High School,5,6000,37,38,0,9,100,13,85,1,1.48,FALSE
3858,Legal,Female,46,Technician,6/4/22 8:03 AM,2,High School,2,4200,41,44,24,13,50,16,3,1,1.93,FALSE
3859,Customer Support,Male,59,Consultant,9/10/21 8:03 AM,2,High School,4,7700,52,15,7,4,50,15,56,1,3.70,FALSE
3860,HR,Male,32,Engineer,12/25/19 8:03 AM,4,High School,5,9000,39,0,27,5,0,14,72,2,4.56,FALSE
3861,IT,Female,58,Specialist,8/18/15 8:03 AM,9,Master,1,4950,48,15,24,0,50,11,76,1,1.98,FALSE
3862,Sales,Male,42,Technician,8/11/23 8:03 AM,1,Bachelor,4,4900,39,33,2,13,75,2,8,1,4.48,FALSE
3863,Operations,Female,36,Developer,4/29/18 8:03 AM,6,Bachelor,3,6500,36,26,17,1,75,13,53,0,4.73,FALSE
3864,Marketing,Female,33,Technician,7/21/22 8:03 AM,2,Bachelor,5,5250,36,46,19,0,25,14,91,2,4.06,FALSE
3865,HR,Female,37,Manager,2/13/18 8:03 AM,6,Bachelor,1,6600,45,19,21,6,50,5,14,2,4.61,TRUE
3866,Marketing,Male,54,Manager,8/9/19 8:03 AM,5,High School,4,8400,30,1,27,13,25,10,11,2,3.51,FALSE
3867,IT,Male,60,Technician,4/30/18 8:03 AM,6,High School,5,5250,51,9,24,3,100,4,8,0,1.07,TRUE
3868,Customer Support,Female,34,Specialist,1/4/19 8:03 AM,5,Master,1,4950,30,34,3,6,75,15,54,0,1.45,FALSE
3869,Marketing,Male,50,Developer,3/25/21 8:03 AM,3,Bachelor,3,6500,32,39,7,8,50,16,84,0,2.98,TRUE
3870,Finance,Female,60,Engineer,10/23/17 8:03 AM,6,Bachelor,1,6600,38,3,21,3,25,3,64,2,4.32,FALSE
3871,Sales,Female,31,Specialist,3/7/19 8:03 AM,5,Bachelor,3,5850,59,17,20,2,50,13,45,1,2.06,FALSE
3872,Customer Support,Male,55,Manager,11/20/21 8:03 AM,2,Bachelor,4,8400,49,30,18,10,50,15,9,1,3.39,FALSE
3873,IT,Male,23,Analyst,8/27/23 8:03 AM,1,PhD,4,5600,44,23,24,12,0,9,16,0,2.48,FALSE
3874,IT,Male,42,Specialist,10/8/23 8:03 AM,0,Bachelor,3,5850,45,33,28,10,100,12,55,2,1.61,FALSE
3875,Finance,Male,47,Manager,3/28/17 8:03 AM,7,Bachelor,1,6600,32,31,24,9,75,7,80,2,1.26,FALSE
3876,Finance,Male,39,Manager,6/1/23 8:03 AM,1,Bachelor,5,9000,48,47,0,13,100,7,76,2,1.73,FALSE
3877,Marketing,Male,48,Analyst,8/28/19 8:03 AM,5,Bachelor,5,6000,40,26,27,2,100,11,12,2,2.09,FALSE
3878,Marketing,Female,45,Consultant,4/22/22 8:03 AM,2,High School,4,7700,50,38,24,5,100,10,91,1,1.46,TRUE
3879,HR,Other,28,Consultant,10/9/16 8:03 AM,7,High School,3,7150,38,48,2,4,0,11,38,0,2.09,FALSE
3880,Sales,Female,36,Developer,5/18/20 8:03 AM,4,Bachelor,4,7000,30,48,14,2,25,14,99,0,3.23,FALSE
3881,Finance,Male,49,Manager,12/7/21 8:03 AM,2,Bachelor,4,8400,42,18,0,4,25,7,38,2,1.56,FALSE
3882,IT,Female,25,Consultant,2/27/18 8:03 AM,6,Bachelor,1,6050,44,6,16,3,75,11,39,1,4.77,FALSE
3883,Operations,Female,35,Consultant,8/16/24 8:03 AM,0,Bachelor,4,7700,54,39,13,3,25,15,22,0,2.33,TRUE
3884,Operations,Male,47,Analyst,11/17/15 8:03 AM,8,Master,3,5200,42,45,25,11,50,6,26,1,4.26,FALSE
3885,Operations,Male,60,Technician,1/5/18 8:03 AM,6,Master,1,3850,54,40,3,11,50,9,56,2,3.32,FALSE
3886,Operations,Male,45,Technician,12/31/17 8:03 AM,6,Master,3,4550,55,19,25,0,25,8,52,2,3.13,TRUE
3887,Marketing,Female,29,Analyst,8/9/18 8:03 AM,6,PhD,5,6000,45,45,5,2,25,10,68,1,4.11,FALSE
3888,Engineering,Female,55,Developer,7/3/15 8:03 AM,9,Bachelor,5,7500,40,39,28,12,0,4,45,2,2.94,FALSE
3889,Sales,Male,35,Analyst,2/5/20 8:03 AM,4,Bachelor,4,5600,53,13,14,3,75,12,26,0,2.12,FALSE
3890,Engineering,Male,46,Manager,10/11/15 8:03 AM,8,Master,2,7200,60,9,29,3,25,1,18,2,4.69,FALSE
3891,IT,Male,25,Developer,9/9/18 8:03 AM,5,Master,5,7500,31,32,15,5,50,6,87,1,4.60,FALSE
3892,Marketing,Male,53,Engineer,8/11/24 8:03 AM,0,Bachelor,2,7200,58,16,22,4,50,5,83,2,1.46,FALSE
3893,Operations,Female,56,Consultant,3/12/15 8:03 AM,9,Bachelor,1,6050,41,18,17,1,100,16,45,2,1.57,FALSE
3894,Sales,Female,59,Analyst,10/19/20 8:03 AM,3,Bachelor,1,4400,57,3,9,10,100,13,99,1,3.57,FALSE
3895,Operations,Female,55,Developer,6/23/20 8:03 AM,4,PhD,2,6000,51,17,2,3,0,6,20,2,1.73,FALSE
3896,Sales,Female,34,Developer,11/18/18 8:03 AM,5,Bachelor,3,6500,56,22,5,3,50,13,59,2,4.99,FALSE
3897,Engineering,Female,56,Engineer,6/11/24 8:03 AM,0,Master,3,7800,52,15,27,13,100,8,71,0,3.16,FALSE
3898,IT,Other,54,Engineer,5/21/15 8:03 AM,9,High School,3,7800,47,30,9,10,75,6,85,0,1.54,FALSE
3899,Operations,Female,34,Specialist,11/24/15 8:03 AM,8,Bachelor,1,4950,36,16,27,3,0,7,12,0,4.51,FALSE
3900,Customer Support,Female,32,Developer,7/3/21 8:03 AM,3,High School,1,5500,46,15,15,13,75,6,36,1,4.71,FALSE
3901,Engineering,Male,36,Engineer,7/7/21 8:03 AM,3,High School,5,9000,55,14,15,8,25,14,33,0,1.58,FALSE
3902,HR,Male,22,Analyst,2/26/17 8:03 AM,7,High School,2,4800,35,12,13,10,25,1,40,2,1.13,FALSE
3903,Engineering,Male,26,Consultant,12/29/14 8:03 AM,9,Bachelor,2,6600,49,28,13,13,100,14,64,1,3.70,FALSE
3904,Operations,Male,53,Consultant,2/5/18 8:03 AM,6,Bachelor,4,7700,49,15,24,10,100,15,49,2,3.01,FALSE
3905,IT,Male,32,Technician,6/3/22 8:03 AM,2,Bachelor,1,3850,35,13,12,6,50,14,36,2,1.59,FALSE
3906,Operations,Female,39,Analyst,4/12/24 8:03 AM,0,High School,3,5200,57,31,9,10,25,17,23,1,1.03,FALSE
3907,HR,Female,55,Manager,7/19/24 8:03 AM,0,Bachelor,5,9000,48,7,6,5,0,17,23,0,3.59,FALSE
3908,IT,Male,52,Engineer,5/25/23 8:03 AM,1,High School,2,7200,52,32,4,2,100,13,34,2,2.79,FALSE
3909,HR,Male,38,Manager,10/4/18 8:03 AM,5,Bachelor,3,7800,52,7,29,5,0,6,2,1,3.90,FALSE
3910,Customer Support,Male,54,Analyst,7/25/23 8:03 AM,1,Bachelor,2,4800,50,16,20,6,50,11,42,2,1.53,FALSE
3911,Legal,Male,49,Engineer,6/26/16 8:03 AM,8,High School,3,7800,41,32,12,9,100,5,65,1,4.30,FALSE
3912,Sales,Male,33,Manager,11/1/15 8:03 AM,8,Bachelor,3,7800,36,4,11,2,25,2,23,2,2.80,FALSE
3913,Customer Support,Male,36,Consultant,9/17/14 8:03 AM,9,Bachelor,3,7150,59,47,4,7,0,17,77,1,3.32,FALSE
3914,Engineering,Female,53,Technician,3/5/16 8:03 AM,8,High School,1,3850,57,16,27,0,100,9,73,0,2.43,FALSE
3915,Operations,Female,39,Developer,3/20/19 8:03 AM,5,High School,5,7500,32,33,16,0,0,19,95,2,2.23,FALSE
3916,Legal,Female,59,Specialist,11/2/14 8:03 AM,9,Bachelor,4,6300,31,6,14,3,25,8,35,0,3.57,FALSE
3917,Marketing,Male,35,Technician,4/22/15 8:03 AM,9,Master,1,3850,55,1,0,10,25,7,84,0,1.29,FALSE
3918,Customer Support,Male,28,Engineer,7/29/20 8:03 AM,4,High School,1,6600,39,19,22,8,25,11,24,1,2.58,FALSE
3919,Legal,Male,41,Engineer,1/1/16 8:03 AM,8,High School,4,8400,30,16,12,0,100,15,35,1,1.50,FALSE
3920,Operations,Female,39,Consultant,1/21/22 8:03 AM,2,High School,2,6600,47,9,17,3,50,13,35,2,4.10,FALSE
3921,Operations,Male,32,Developer,5/28/17 8:03 AM,7,Master,5,7500,38,0,0,3,25,17,49,1,3.77,FALSE
3922,Customer Support,Female,28,Manager,3/12/22 8:03 AM,2,High School,4,8400,43,2,7,7,25,18,29,2,4.34,FALSE
3923,Sales,Male,37,Consultant,2/1/19 8:03 AM,5,PhD,1,6050,30,37,28,13,100,4,28,0,4.36,FALSE
3924,Finance,Female,49,Developer,5/23/22 8:03 AM,2,Bachelor,2,6000,55,27,19,7,50,19,24,0,2.54,FALSE
3925,Finance,Female,23,Technician,6/10/18 8:03 AM,6,Bachelor,2,4200,54,5,12,12,50,13,31,1,2.96,FALSE
3926,Marketing,Female,56,Developer,11/14/22 8:03 AM,1,Bachelor,1,5500,31,15,20,13,0,3,16,2,4.32,FALSE
3927,Finance,Female,34,Technician,4/25/15 8:03 AM,9,Bachelor,2,4200,34,37,29,12,75,11,73,0,2.61,FALSE
3928,Customer Support,Female,55,Manager,1/3/21 8:03 AM,3,Bachelor,2,7200,51,30,25,2,25,18,65,1,2.54,FALSE
3929,Finance,Male,34,Manager,9/20/14 8:03 AM,9,Bachelor,1,6600,47,34,11,10,100,17,76,1,4.91,FALSE
3930,Operations,Male,26,Manager,12/5/23 8:03 AM,0,High School,1,6600,51,9,14,4,0,6,92,2,1.26,FALSE
3931,Finance,Female,50,Engineer,12/20/15 8:03 AM,8,Bachelor,2,7200,46,13,3,4,50,15,22,1,1.51,FALSE
3932,Finance,Male,51,Engineer,6/27/17 8:03 AM,7,High School,2,7200,58,45,6,8,100,19,77,2,4.91,FALSE
3933,Sales,Female,29,Consultant,7/1/19 8:03 AM,5,Bachelor,5,8250,38,31,3,14,75,7,40,2,4.45,FALSE
3934,Engineering,Male,50,Specialist,6/19/22 8:03 AM,2,High School,1,4950,44,2,7,7,100,4,95,2,1.88,FALSE
3935,HR,Female,52,Manager,7/17/19 8:03 AM,5,High School,4,8400,37,12,25,1,50,15,62,0,4.35,FALSE
3936,Marketing,Male,31,Consultant,3/20/18 8:03 AM,6,Bachelor,3,7150,56,29,8,6,50,16,81,2,4.96,TRUE
3937,Legal,Male,35,Manager,10/24/14 8:03 AM,9,Bachelor,3,7800,38,4,7,10,100,15,60,2,4.21,FALSE
3938,Marketing,Male,30,Analyst,4/24/17 8:03 AM,7,Master,4,5600,52,19,0,13,50,16,2,2,2.83,FALSE
3939,Legal,Male,43,Engineer,11/22/17 8:03 AM,6,High School,5,9000,32,9,7,9,75,14,68,0,3.19,FALSE
3940,Marketing,Female,33,Specialist,8/20/24 8:03 AM,0,Bachelor,3,5850,42,21,29,2,0,7,20,0,4.87,FALSE
3941,IT,Female,42,Consultant,10/20/20 8:03 AM,3,Bachelor,5,8250,41,1,3,3,50,14,44,0,1.26,FALSE
3942,Legal,Female,43,Consultant,8/7/16 8:03 AM,8,High School,5,8250,40,36,18,7,50,12,72,1,4.78,FALSE
3943,Sales,Female,26,Technician,8/12/22 8:03 AM,2,High School,5,5250,48,36,0,1,50,15,7,1,4.01,FALSE
3944,Engineering,Female,58,Manager,3/4/16 8:03 AM,8,Bachelor,5,9000,30,5,19,14,75,12,40,1,3.25,FALSE
3945,HR,Male,38,Specialist,10/27/15 8:03 AM,8,Bachelor,4,6300,43,44,19,13,100,15,56,1,3.24,FALSE
